priority,days_until_deadline,hours_remaining_ratio,deadline_pressure,session_count,days_since_active,user_completion_rate,user_abandon_rate,category_completion_rate,avg_pauses_per_task,avg_effort_accuracy,avg_session_duration,label_at_risk
1,23.68,0.3171,8.5376,3,4,0.6614,0.1949,0.5163,3.5586,1.1778,101.7764,0
2,24.98,0.1052,1.4102,10,12,0.5878,0.3059,0.5232,1.7222,1.9374,10.1737,1
4,15.79,0.1371,5.7275,13,11,0.0311,0.308,0.0845,3.7552,2.3659,86.3714,1
1,6.73,0.6737,8.947,15,9,0.8125,0.3371,0.5461,7.6625,1.9953,102.0143,1
3,9.65,0.5702,2.3666,4,11,0.374,0.4436,0.9162,3.6617,1.7856,12.3645,0
4,17.06,0.7803,7.9444,13,0,0.5292,0.5763,0.0896,5.4644,2.4245,36.0693,1
2,1.07,0.8315,8.4961,10,3,0.6152,0.2735,0.0388,0.2789,0.6812,42.3697,1
1,14.82,0.3607,5.5544,18,3,0.251,0.0943,0.2781,0.0141,0.74,90.0996,0
3,9.66,0.3307,5.6355,15,14,0.3862,0.0367,0.3744,1.6585,2.3784,83.6729,1
1,8.79,0.0502,8.3002,5,2,0.1123,0.2642,0.9319,1.1617,1.0838,36.513,0
2,11.36,0.7148,3.6652,12,5,0.1018,0.4374,0.1806,0.5572,1.3539,4.7485,1
4,18.82,0.1527,1.7245,5,2,0.8325,0.1625,0.4274,1.9071,0.5084,22.5659,0
3,24.97,0.9753,6.4201,19,6,0.3053,0.1334,0.2129,3.2735,2.4836,0.1024,1
1,5.65,0.7171,3.5248,6,4,0.1486,0.243,0.1032,4.2643,0.6959,94.861,1
2,11.44,0.0982,5.2386,4,4,0.8782,0.27,0.1223,3.0196,0.7731,1.9967,0
3,7.15,0.002,8.7243,2,11,0.2628,0.1443,0.1946,6.7298,0.8407,67.4226,1
2,24.32,0.8537,7.0295,0,2,0.0161,0.1011,0.1181,5.8011,1.614,63.1141,1
2,4.64,0.2065,4.0028,2,1,0.2545,0.4192,0.4915,7.0835,0.9658,54.1028,0
2,21.98,0.1981,2.1809,10,1,0.4821,0.5017,0.4991,5.22,1.8136,96.4334,0
3,1.94,0.3422,9.8932,15,7,0.8564,0.3139,0.3625,1.9819,1.3174,61.8883,1
2,11.39,0.3604,3.9175,19,13,0.4868,0.2766,0.4334,3.9678,2.474,35.8024,1
3,7.19,0.4666,2.0005,19,14,0.265,0.0221,0.8153,1.026,1.2361,57.2613,1
2,8.86,0.0517,7.676,9,10,0.8897,0.237,0.7177,7.5165,1.8023,49.6187,0
2,16.3,0.5848,1.4682,2,12,0.3851,0.0021,0.6134,0.2382,1.5083,96.5081,0
3,8.09,0.733,6.1026,15,4,0.9051,0.1204,0.9896,0.0585,1.027,23.9832,0
1,21.97,0.6934,7.9235,16,1,0.4443,0.3955,0.4398,5.5786,1.7679,13.7577,1
3,4.65,0.268,3.9318,4,10,0.6382,0.3393,0.226,7.3446,0.8824,95.3941,1
4,21.81,0.9929,6.5105,9,0,0.2038,0.1947,0.0071,5.4536,1.0373,97.822,1
4,7.27,0.7213,7.5512,5,8,0.501,0.2101,0.7719,4.9799,1.452,93.5236,0
2,22.61,0.8654,8.7862,18,4,0.4863,0.0848,0.4371,0.885,0.9399,71.4095,1
3,16.18,0.4984,0.647,2,8,0.1104,0.283,0.2438,2.7928,0.8252,27.6065,1
1,27.6,0.5304,3.9674,13,11,0.9219,0.1072,0.2956,7.8063,1.2424,2.7074,0
1,14.45,0.4062,6.0618,18,7,0.4866,0.4045,0.8239,3.8363,1.4629,38.2386,0
3,20.59,0.4511,4.1934,19,0,0.4175,0.4776,0.5427,7.4936,0.8923,118.818,1
2,10.79,0.1393,1.3483,7,6,0.4219,0.0115,0.9855,2.9369,2.0572,39.0776,0
2,11.65,0.3425,0.2185,2,1,0.8895,0.4142,0.1454,4.7292,2.2845,84.0041,0
2,25.52,0.9316,9.2965,15,7,0.9219,0.0326,0.2658,4.1199,1.4599,72.5652,0
2,28.03,0.2405,2.7402,13,8,0.6096,0.409,0.5055,5.5539,0.8455,102.3159,0
1,16.36,0.6697,9.4122,4,10,0.5411,0.5596,0.4784,4.4896,1.6922,49.1976,1
3,5.56,0.5548,7.2223,1,10,0.8839,0.3052,0.6432,3.1539,1.4364,108.7519,0
2,23.37,0.5621,9.9348,12,5,0.7139,0.4756,0.4941,6.8559,1.5923,49.3981,1
1,11.8,0.7339,9.2129,19,10,0.3552,0.0924,0.6907,7.6815,1.7819,74.0492,1
3,18.06,0.6615,8.9881,8,1,0.9047,0.5385,0.0532,4.8756,0.7493,9.4162,1
2,2.93,0.7279,9.6894,14,7,0.2352,0.5059,0.8531,5.8623,1.7303,104.1351,1
2,17.85,0.8406,0.2958,3,4,0.8384,0.466,0.3273,5.2656,0.7483,60.8457,0
1,11.75,0.0748,4.7515,11,10,0.4444,0.0272,0.3616,6.0519,1.2378,85.8206,0
2,28.52,0.1089,0.3291,9,5,0.9491,0.5938,0.4842,3.7447,1.7899,66.6762,0
3,26.22,0.7463,4.9688,8,4,0.5103,0.0781,0.4522,0.7262,0.5982,102.8688,0
1,7.88,0.3613,1.4368,0,2,0.8772,0.0071,0.0613,6.4406,1.064,86.7384,0
1,7.12,0.5728,9.8864,5,5,0.4006,0.0258,0.1992,7.2598,0.6929,102.8227,1
2,26.35,0.1517,7.6204,9,12,0.8106,0.389,0.877,3.0485,1.6798,104.4721,0
2,14.57,0.9607,4.736,12,4,0.3511,0.5311,0.9549,7.6009,1.8979,61.1522,1
1,0.53,0.8781,8.0909,6,5,0.7966,0.385,0.8747,6.2787,0.7242,45.7285,0
3,12.52,0.9724,7.3574,0,12,0.1008,0.0843,0.7345,6.9197,1.5727,34.686,1
2,7.29,0.6089,9.0041,9,1,0.8386,0.4451,0.9308,1.3242,0.7885,64.9715,0
3,14.41,0.599,1.8038,14,8,0.6581,0.2596,0.6794,3.6095,1.1672,36.4326,0
3,25.35,0.3546,0.4603,6,13,0.2637,0.076,0.3698,5.9085,1.0878,68.9644,0
2,3.53,0.3303,7.2487,12,8,0.0115,0.458,0.7401,6.6426,2.1829,67.968,1
4,5.72,0.9156,2.5853,4,8,0.4391,0.369,0.231,4.4464,2.1158,30.8502,1
2,10.18,0.5298,6.6692,16,9,0.9945,0.3383,0.8245,5.8011,2.2056,20.8561,0
3,5.93,0.9711,1.276,18,8,0.1672,0.3516,0.9175,2.0409,1.6061,21.0927,0
3,3.7,0.4913,6.5518,15,13,0.707,0.1707,0.2672,7.034,0.825,7.7272,1
1,14.15,0.6273,8.4874,8,0,0.5136,0.3972,0.5516,2.1922,2.0926,20.8033,0
4,28.58,0.3656,3.7618,7,12,0.4716,0.2572,0.2339,0.4292,1.3585,94.5846,1
1,28.99,0.3414,9.904,7,10,0.4715,0.2124,0.3558,6.7383,1.9928,119.0582,1
3,13.9,0.0901,9.9656,13,13,0.7005,0.244,0.5477,7.5406,0.8328,35.0847,1
1,2.45,0.2985,5.1419,4,11,0.0448,0.5745,0.9529,2.2349,1.9631,69.429,1
2,7.87,0.4912,4.1924,7,13,0.8075,0.2889,0.6548,1.5142,1.567,38.1571,1
3,10.63,0.6943,9.4129,6,1,0.1484,0.4078,0.1049,6.9769,1.5333,46.2169,1
1,11.42,0.9032,0.2098,1,4,0.9312,0.2369,0.4282,4.6285,1.4259,20.2322,0
4,3.19,0.211,3.7023,10,3,0.9173,0.0688,0.0712,6.8154,2.0497,31.6481,0
2,9.31,0.6478,0.6121,0,12,0.1339,0.4918,0.3807,4.2206,0.5586,6.9917,1
3,22.11,0.1046,6.9345,9,4,0.098,0.4543,0.8894,5.7337,2.1111,118.9306,1
1,28.95,0.6012,8.1325,3,3,0.8849,0.4531,0.3232,7.5055,0.6532,115.3482,0
2,23.9,0.8424,4.0123,9,10,0.0359,0.0893,0.6994,2.9337,1.4042,18.8374,1
3,22.55,0.1811,0.4499,17,7,0.657,0.0813,0.4939,1.2211,0.8403,0.5233,0
2,17.93,0.3675,7.0508,1,3,0.6966,0.562,0.2373,1.5157,1.7194,71.3852,0
2,0.13,0.5552,9.328,0,7,0.9676,0.2141,0.1399,3.1872,1.4892,75.5357,1
1,7.61,0.3107,9.8709,19,5,0.8966,0.1828,0.0961,1.9809,1.0457,117.3898,1
3,27.95,0.835,5.786,10,10,0.6248,0.3998,0.2648,3.265,1.6852,4.3114,1
2,16.57,0.2019,7.9434,11,2,0.0611,0.5067,0.674,6.7941,0.7771,3.6904,1
4,4.43,0.8097,8.2321,7,14,0.7451,0.0353,0.2094,4.4582,1.8688,16.5204,1
2,27.62,0.7158,7.3711,15,14,0.6497,0.5407,0.8308,7.5077,2.2377,104.2433,1
1,25.38,0.6075,3.8044,12,0,0.3746,0.1697,0.4988,7.4762,0.7996,50.3797,0
3,11.68,0.8049,9.81,15,7,0.8451,0.5931,0.9838,3.4702,1.4715,36.4082,1
2,14.77,0.2005,7.1112,3,14,0.8981,0.4863,0.3225,4.0464,2.001,23.184,1
3,10.9,0.8583,8.2468,7,13,0.5826,0.384,0.0009,7.8393,1.3131,62.0812,1
1,18.33,0.8106,5.8589,0,14,0.7311,0.1426,0.4358,1.189,0.5839,7.5683,1
1,25.03,0.4963,6.2126,8,7,0.7103,0.1915,0.1375,0.141,1.3914,108.9401,0
2,5.88,0.926,1.0545,16,0,0.8794,0.4205,0.4221,6.0188,1.9829,4.8073,0
4,29.0,0.3778,5.8984,19,7,0.0665,0.2597,0.6899,4.5421,1.3593,98.1735,1
3,21.96,0.077,7.9647,11,5,0.0594,0.241,0.9884,4.7939,1.5272,21.2935,0
1,13.93,0.1644,7.3066,14,7,0.4696,0.3794,0.431,1.1076,2.4411,15.5494,1
1,13.78,0.6589,3.5492,8,2,0.819,0.2179,0.1943,2.9207,0.9291,62.3337,0
2,5.01,0.0196,2.2809,6,11,0.3455,0.0874,0.5799,3.0698,0.6872,47.984,0
2,20.41,0.3644,1.4703,4,12,0.1925,0.354,0.7411,2.5531,0.7094,86.0096,0
1,9.45,0.5927,3.584,6,12,0.0969,0.1743,0.6597,0.7881,1.6213,14.3863,1
2,5.17,0.0672,6.7133,1,6,0.6838,0.5175,0.4794,3.4391,1.9388,67.1894,0
1,14.16,0.2352,5.6125,7,3,0.95,0.5159,0.1556,1.3791,1.5249,92.7458,0
2,1.83,0.5455,6.916,10,13,0.7398,0.5704,0.1371,4.0882,0.6137,24.7993,1
3,17.31,0.2226,0.4011,4,4,0.1328,0.2056,0.5102,7.2299,0.6636,80.2329,0
1,18.9,0.5515,8.1187,19,2,0.3526,0.1457,0.0852,4.2769,2.2766,61.7693,0
2,9.74,0.1093,4.1699,11,7,0.395,0.3901,0.7586,2.5819,2.095,40.6711,1
2,6.67,0.1999,7.3712,14,5,0.2306,0.0511,0.3138,5.2628,1.237,65.9012,0
4,8.94,0.9782,2.0303,1,5,0.7508,0.4214,0.8112,2.7487,2.3616,14.3378,1
1,9.02,0.7973,6.7298,0,10,0.2563,0.0356,0.3375,3.6802,1.874,77.5166,1
3,14.86,0.9128,6.0867,12,4,0.9417,0.192,0.334,6.7189,1.7955,85.2206,0
3,28.39,0.207,9.8904,14,9,0.7333,0.3109,0.0115,4.136,0.6989,79.0875,1
2,23.29,0.2758,4.9928,17,0,0.9567,0.1343,0.4577,0.9179,1.7066,45.0541,0
2,24.81,0.0096,7.9795,2,14,0.9861,0.3537,0.0554,0.4052,2.2663,100.9457,1
2,29.01,0.95,9.8384,16,0,0.0126,0.0172,0.1708,1.6873,2.0279,84.8033,1
3,26.55,0.2471,9.044,18,12,0.4343,0.0566,0.7266,2.6954,2.0899,19.6428,1
1,10.9,0.0848,4.6474,17,10,0.2702,0.4589,0.1834,5.3899,2.3311,38.8714,1
4,15.16,0.3168,8.9651,1,5,0.028,0.3599,0.7968,6.0124,0.6589,114.0301,1
2,20.82,0.8599,3.8046,7,2,0.374,0.4862,0.5684,0.8692,1.2456,29.1233,1
2,25.3,0.4363,4.3334,1,6,0.5762,0.3397,0.2619,4.8618,1.6518,47.6222,0
2,5.55,0.3057,7.7396,13,11,0.8823,0.0887,0.5083,5.1757,1.5337,106.7072,1
4,3.48,0.13,1.3032,6,2,0.8174,0.4465,0.8597,1.7177,1.3097,117.7865,0
2,15.0,0.8005,4.8859,3,11,0.4263,0.5996,0.4358,1.195,1.3037,89.1112,1
3,13.8,0.5945,8.4489,11,10,0.6577,0.489,0.5759,0.0372,0.5825,117.577,1
4,5.85,0.8438,8.1827,7,7,0.7311,0.4679,0.9632,3.9881,1.7317,40.1852,1
3,13.9,0.4377,8.5547,14,9,0.882,0.5112,0.5064,3.9216,1.2236,119.3009,1
3,28.03,0.7802,6.4385,19,4,0.5066,0.4887,0.8362,2.8839,1.3007,106.6508,0
2,26.01,0.6268,5.9357,14,5,0.2779,0.3012,0.5873,5.0435,1.9324,78.748,1
3,1.53,0.4802,2.6803,7,2,0.3547,0.0363,0.4666,7.957,1.0979,88.3375,0
2,9.76,0.0896,2.1586,17,2,0.279,0.0866,0.3313,4.6723,1.9069,46.4838,0
1,11.87,0.5873,5.6994,10,1,0.6704,0.1661,0.2556,3.7131,1.9659,11.2593,0
4,16.29,0.3064,6.9339,15,13,0.4844,0.2916,0.162,6.6991,2.0936,18.3279,1
3,9.7,0.4393,3.2387,18,12,0.7473,0.4485,0.5178,5.2609,1.5233,3.4307,0
1,11.51,0.7497,9.1323,17,12,0.368,0.1343,0.8152,6.7677,0.9128,85.2993,1
2,18.61,0.0261,4.0459,18,6,0.1916,0.566,0.4014,4.2272,0.7455,64.8129,1
3,29.93,0.9752,9.664,1,11,0.6607,0.1674,0.7628,0.9642,2.0255,52.7674,1
2,27.11,0.2833,9.6699,2,10,0.9907,0.0323,0.274,5.9301,2.3445,3.4525,1
1,7.69,0.8528,7.6715,12,3,0.3309,0.1556,0.7433,2.8781,2.194,39.3466,1
2,10.3,0.8167,9.6706,2,0,0.0916,0.0337,0.3633,7.6524,2.467,24.2485,1
1,10.59,0.3371,7.5959,7,13,0.7799,0.4492,0.5783,6.6681,0.8913,19.4173,0
1,27.36,0.6229,4.4494,16,13,0.3333,0.5722,0.0686,5.1276,2.0546,56.2951,1
3,27.81,0.744,3.0937,18,14,0.0039,0.2185,0.1686,6.0587,0.6012,66.4182,1
3,6.52,0.2237,2.7508,18,8,0.6597,0.0106,0.2419,3.4478,1.164,106.1005,0
3,18.78,0.338,7.0067,0,6,0.7945,0.474,0.9526,7.3341,0.663,99.5841,1
1,24.68,0.1596,3.3384,10,14,0.1237,0.2674,0.8183,6.1894,0.9706,18.2029,0
2,26.5,0.0914,5.4291,9,3,0.5807,0.4152,0.8901,6.9929,2.456,61.4494,0
2,7.6,0.8182,9.8582,2,4,0.038,0.2931,0.5743,7.176,2.2642,50.9622,1
2,4.83,0.2574,9.2566,11,0,0.2786,0.2663,0.8986,5.4186,1.7361,84.6676,1
2,8.32,0.8801,5.4147,0,0,0.7272,0.0096,0.1516,1.9601,2.0459,7.9652,0
1,10.76,0.0092,7.6212,12,11,0.9007,0.0186,0.2714,5.85,1.8503,29.1669,0
1,21.53,0.2521,9.4785,12,3,0.0334,0.2421,0.9663,5.843,1.101,69.0321,1
2,0.7,0.1788,5.5178,1,14,0.699,0.0541,0.8883,7.276,0.71,118.8879,0
1,12.26,0.6298,3.3218,9,7,0.7166,0.2101,0.7343,7.5239,0.6862,36.7325,0
2,14.94,0.5422,3.0063,3,14,0.6451,0.3467,0.1138,3.8157,1.2125,58.9246,1
1,13.17,0.8206,7.8006,9,5,0.2498,0.2791,0.5637,7.999,1.7884,83.3118,1
2,10.63,0.813,4.9493,18,2,0.4571,0.0408,0.6826,0.3731,1.001,42.4486,0
1,18.51,0.4114,9.2183,15,11,0.2964,0.4628,0.8995,6.1012,2.1935,109.0537,1
4,3.44,0.4564,0.0029,5,11,0.9242,0.1195,0.6398,5.155,0.8207,28.6233,0
2,14.54,0.5192,1.3447,6,7,0.0495,0.5289,0.3432,6.8507,1.9033,91.9407,1
2,6.83,0.4067,0.2423,19,4,0.387,0.5931,0.7614,0.6441,1.8204,32.5007,0
4,15.0,0.6695,2.8095,10,11,0.3501,0.1927,0.247,3.2721,1.8201,26.6453,1
4,3.74,0.4802,0.8503,14,14,0.9227,0.4862,0.6942,6.9215,2.1057,77.6685,0
2,23.29,0.0848,8.5865,9,11,0.8645,0.1868,0.3268,0.5916,2.2718,20.9412,1
3,19.32,0.2812,9.8566,17,10,0.2301,0.2517,0.1214,0.8342,2.2929,70.2564,1
3,6.14,0.6183,1.2959,3,13,0.9315,0.3329,0.9269,2.6707,1.1556,48.0786,0
3,16.97,0.9254,0.2544,9,12,0.3303,0.1081,0.5104,4.0405,0.774,24.2275,0
2,4.46,0.0044,9.7024,17,13,0.4837,0.597,0.6737,0.5509,0.7354,109.9333,1
3,25.3,0.8983,4.4794,5,11,0.1883,0.0399,0.1887,3.2843,0.7364,20.008,0
2,12.88,0.6445,9.3719,11,0,0.0993,0.5117,0.5064,6.1312,0.9308,99.4635,1
4,19.06,0.1059,8.9529,3,11,0.7509,0.022,0.799,1.1036,0.9448,69.2562,1
3,3.24,0.656,9.2395,11,8,0.3419,0.2758,0.287,2.833,0.5578,117.7862,1
3,15.02,0.3837,5.3937,18,14,0.3599,0.2784,0.276,1.4404,1.6132,101.1319,1
4,13.36,0.9833,2.963,7,2,0.638,0.2269,0.6264,2.44,1.7358,33.0896,1
1,27.36,0.8832,9.708,11,10,0.6827,0.3354,0.1259,1.5139,1.0789,106.8188,1
1,8.07,0.9585,2.6615,15,10,0.1976,0.0774,0.2333,5.1386,1.4107,66.4507,1
1,24.06,0.7841,0.2159,18,7,0.0688,0.4753,0.7373,7.2159,0.9728,54.7555,0
2,1.6,0.7149,5.4329,10,10,0.2718,0.542,0.9987,7.3544,2.0558,97.4843,1
2,5.7,0.677,7.1275,18,13,0.5413,0.1628,0.6837,7.835,0.8544,39.1198,0
1,10.11,0.8654,0.4347,4,11,0.9855,0.2532,0.9504,0.2834,1.9918,77.1295,0
2,15.22,0.1296,8.716,15,5,0.626,0.0953,0.2062,7.9357,2.0062,115.4366,0
2,14.84,0.1749,7.3322,1,0,0.1864,0.1992,0.5637,5.8118,1.4638,63.0714,0
1,27.44,0.9287,6.8343,6,13,0.9947,0.5976,0.8576,0.5106,2.4066,73.5193,1
2,13.9,0.1469,3.5707,8,12,0.038,0.0905,0.1251,3.2246,2.494,20.803,1
1,27.45,0.8821,0.3224,18,11,0.2341,0.1148,0.9731,2.2924,0.9619,100.1849,0
2,12.5,0.3266,2.8634,3,5,0.1617,0.1086,0.5717,2.7493,1.3431,96.7856,0
4,23.72,0.2349,9.7997,1,14,0.8292,0.5708,0.1511,3.9818,1.6611,39.5131,1
3,29.91,0.2594,7.3546,3,6,0.313,0.0964,0.8959,4.7636,2.1499,65.4414,1
2,10.13,0.3815,9.7293,9,5,0.9857,0.5883,0.9962,3.8127,2.4276,47.4719,0
2,2.64,0.8595,5.9107,6,0,0.971,0.3059,0.6387,4.6105,1.4685,101.5151,0
3,24.04,0.7864,1.9105,14,7,0.1996,0.35,0.6774,7.9779,0.5611,10.9491,1
3,25.32,0.737,8.9688,1,6,0.2931,0.3491,0.8769,0.9507,1.3299,32.61,1
1,23.65,0.8133,2.2123,2,11,0.1446,0.2784,0.2465,4.0908,1.2697,25.3068,1
3,16.84,0.832,0.0476,17,0,0.0515,0.5701,0.7027,2.5614,1.1397,103.3791,1
4,26.75,0.8087,8.1903,16,11,0.0282,0.0521,0.6496,3.2093,1.6346,27.7293,1
2,14.36,0.1777,8.7621,9,1,0.3421,0.341,0.0535,4.078,1.236,64.16,1
2,8.53,0.9041,1.8476,16,11,0.53,0.0785,0.1371,6.1821,2.2115,94.1657,0
2,13.78,0.9953,9.4918,14,14,0.4552,0.4649,0.4434,0.2173,1.9202,106.1796,1
2,17.43,0.1629,2.2065,13,3,0.4307,0.5569,0.5218,1.5368,1.0322,46.0818,0
2,16.94,0.2418,0.789,12,11,0.0597,0.4355,0.3363,5.4567,1.7344,60.366,1
3,21.26,0.8896,2.816,12,8,0.622,0.5799,0.3716,0.2583,1.3918,65.2715,1
4,23.48,0.2986,6.4138,12,1,0.998,0.0832,0.1913,1.2441,1.6781,16.2361,0
3,24.11,0.4328,5.6069,0,7,0.5696,0.1252,0.3432,4.2388,0.8098,73.5024,0
4,26.15,0.4724,3.5341,6,9,0.7193,0.3293,0.2693,7.9944,1.6795,81.7385,0
3,25.36,0.0097,2.2025,2,8,0.6853,0.2481,0.3616,5.9036,1.9825,72.847,0
2,23.71,0.2143,3.4404,15,2,0.0965,0.0419,0.1603,3.4176,0.7204,53.56,0
2,0.01,0.1142,3.752,9,1,0.8856,0.4531,0.597,0.0859,2.2596,53.3601,0
3,2.08,0.7452,3.38,14,0,0.1187,0.0881,0.1858,2.6256,2.2839,44.1912,1
3,2.48,0.5911,4.8189,3,0,0.2891,0.4101,0.6658,2.1794,0.9688,12.4725,1
2,5.75,0.7156,3.1907,14,13,0.739,0.151,0.8968,4.4914,1.5757,31.7703,0
3,17.18,0.1555,2.063,10,10,0.7796,0.5636,0.6635,4.0491,1.0015,80.7442,0
1,3.1,0.2693,5.6944,5,14,0.2992,0.1832,0.4812,7.3483,1.3381,26.7875,1
1,13.71,0.8007,2.9135,2,14,0.603,0.2703,0.1917,7.374,1.6309,87.4961,0
2,10.85,0.2758,9.8063,1,13,0.8925,0.3185,0.4835,5.5158,2.4031,13.4638,0
3,17.52,0.1462,2.9715,14,14,0.6912,0.1456,0.5349,5.4774,1.3975,103.5631,0
4,2.27,0.0034,3.8067,19,5,0.6292,0.2859,0.1249,1.364,2.2043,104.1493,0
3,19.93,0.5977,2.0293,8,4,0.6959,0.3224,0.0186,7.6285,2.1896,31.2654,0
1,15.09,0.4562,4.1021,7,10,0.9817,0.5667,0.1699,7.7759,2.3911,44.8333,0
4,1.08,0.6608,2.6615,17,13,0.5775,0.1838,0.6668,4.3198,1.2852,21.8187,1
3,18.32,0.5118,3.8824,3,14,0.9895,0.4498,0.4306,3.6584,1.4993,79.1177,1
2,20.59,0.3292,4.1064,14,4,0.7004,0.0759,0.0531,6.1414,1.8319,59.8231,0
2,11.79,0.4997,5.2852,0,4,0.2511,0.0979,0.3986,0.6562,1.5535,100.7526,0
1,3.38,0.0802,8.4786,18,0,0.9835,0.215,0.3288,0.7331,1.6713,70.3059,0
2,9.62,0.4261,3.4179,14,10,0.3508,0.2613,0.004,3.9367,1.0116,6.7381,1
4,9.67,0.4261,8.2734,1,1,0.3895,0.3111,0.3246,4.9815,0.686,74.5347,1
2,2.17,0.8933,6.1143,11,0,0.5109,0.2984,0.0604,4.8549,2.1167,89.881,1
2,25.87,0.3425,9.4651,0,13,0.507,0.1429,0.5562,2.8339,2.1744,63.3777,1
2,7.48,0.6765,1.259,17,5,0.3615,0.3796,0.001,3.782,2.2885,81.6499,0
2,19.81,0.9366,1.8781,3,12,0.2347,0.5125,0.7211,6.4086,2.386,27.8771,1
2,18.75,0.7977,3.498,12,0,0.7855,0.1352,0.2171,4.7139,1.3721,113.8676,0
2,22.79,0.5831,0.5458,6,10,0.2733,0.4776,0.0081,6.7402,2.4095,85.9362,1
2,29.84,0.7735,7.2657,17,0,0.5458,0.3924,0.6203,5.6399,0.6648,42.6778,1
2,7.82,0.1726,1.3893,18,5,0.4934,0.0378,0.9465,6.1219,1.9617,20.7433,0
4,22.43,0.5758,8.5081,12,14,0.0152,0.4141,0.0983,0.9235,1.9894,32.4642,1
3,27.52,0.3165,2.1714,2,10,0.1305,0.0373,0.0876,3.456,1.1417,84.7873,1
2,3.07,0.7098,3.6283,16,12,0.3382,0.1309,0.8715,7.2171,1.1779,42.5762,1
2,22.0,0.0631,5.9334,19,3,0.2621,0.5453,0.9502,2.1532,2.0084,28.653,1
2,21.48,0.8121,3.5858,9,1,0.2819,0.5948,0.3356,1.682,0.7203,45.4202,1
3,6.94,0.7695,1.354,6,2,0.7024,0.0812,0.5978,6.3916,1.6911,61.3757,0
1,1.29,0.2808,9.7092,2,9,0.2683,0.0796,0.9202,2.8989,1.1134,102.9556,0
3,5.06,0.4215,9.2823,12,12,0.09,0.2652,0.89,3.7403,2.1994,39.2614,1
2,23.69,0.2366,9.488,16,12,0.7593,0.0537,0.4927,7.2083,2.2541,5.6177,1
2,13.3,0.1723,7.3,3,12,0.3466,0.398,0.4821,5.9086,2.4224,13.9856,1
2,0.99,0.1359,3.1978,8,6,0.7418,0.5833,0.5991,1.9337,1.1553,38.3803,0
2,20.19,0.5308,3.8542,8,7,0.1499,0.1401,0.6656,4.079,1.1048,67.7722,1
3,6.5,0.6064,5.033,19,7,0.2782,0.5997,0.0995,4.0513,2.1987,36.0782,1
2,26.72,0.3048,6.5149,6,3,0.7886,0.5969,0.8032,5.2561,2.2909,108.6894,0
1,9.54,0.1158,9.4994,15,4,0.7132,0.3428,0.1075,4.4908,1.822,105.7821,0
1,8.87,0.6923,0.3433,7,3,0.7863,0.2477,0.6965,4.0577,0.9824,95.5381,0
2,2.01,0.5029,4.9956,3,11,0.7448,0.4367,0.4096,5.0535,1.6539,50.5874,0
2,28.42,0.1929,9.0577,2,6,0.3084,0.1729,0.6264,1.0498,2.2647,99.4262,1
4,24.92,0.4993,7.0187,19,12,0.4317,0.0374,0.7765,7.5897,1.498,49.1425,1
4,4.0,0.8916,3.9213,14,10,0.616,0.5653,0.9511,6.6492,0.8831,40.022,1
2,29.32,0.9838,5.9858,4,3,0.9992,0.5098,0.6569,6.7611,0.6653,76.1786,0
2,3.48,0.8929,6.3964,15,7,0.3868,0.584,0.8622,0.1247,2.4596,44.2235,1
4,26.55,0.2817,6.4354,12,0,0.5255,0.3328,0.3963,3.7112,0.9167,72.9176,1
3,12.89,0.9777,0.5723,10,6,0.5836,0.0218,0.2246,7.2443,1.589,52.3663,0
2,25.78,0.3092,5.315,12,8,0.825,0.4416,0.5301,0.2072,1.4625,27.0236,0
2,25.69,0.7696,2.4195,13,10,0.5287,0.3181,0.9013,5.0892,1.5734,89.8978,0
2,18.1,0.0899,3.0951,18,6,0.4139,0.467,0.2823,1.4569,1.6652,73.8018,0
1,0.07,0.9176,0.7964,6,7,0.3992,0.3918,0.1856,6.5913,0.8604,46.3811,1
3,11.16,0.3074,7.7357,19,5,0.624,0.5564,0.383,1.2151,0.8593,80.3798,1
2,4.69,0.2922,5.3061,5,4,0.387,0.5002,0.3816,6.5932,1.1666,52.8159,0
4,17.21,0.5078,8.3939,5,8,0.9202,0.3768,0.8786,4.6957,1.1594,63.8756,1
1,6.91,0.7662,6.6148,12,9,0.438,0.0852,0.8558,0.8734,1.8085,72.84,0
2,24.19,0.7616,7.3881,8,4,0.4205,0.5008,0.771,6.5113,1.5368,109.3859,1
2,4.7,0.7087,5.3935,11,13,0.0812,0.5062,0.2933,5.2388,0.5803,73.1498,1
2,16.13,0.8332,3.2355,14,6,0.3843,0.0817,0.3568,7.1118,2.0053,33.3097,1
2,18.49,0.4161,5.0304,5,11,0.244,0.1715,0.1224,6.073,1.6911,73.0879,1
3,10.74,0.8013,3.4879,2,10,0.3882,0.3383,0.2047,7.3269,2.3463,17.5284,1
3,2.26,0.5985,1.7865,13,1,0.0041,0.5645,0.8293,0.6198,1.6988,27.9478,1
1,18.04,0.4013,1.908,7,10,0.9405,0.469,0.1321,6.7954,2.3749,33.2357,0
2,3.79,0.3449,6.7314,17,6,0.5568,0.349,0.8563,2.4668,2.1433,67.912,0
2,18.68,0.2308,9.2033,11,10,0.92,0.0278,0.3426,0.1825,1.0445,103.4408,0
1,13.08,0.1176,4.1684,19,2,0.6231,0.4421,0.3491,7.5552,1.9185,50.6159,0
2,21.19,0.417,2.2369,13,12,0.7212,0.2158,0.7905,1.0935,1.224,55.6719,0
